series_id,year,period,period_name,value
CES6000000001,2003,M07,July,16057.0
CES6000000001,2003,M06,June,16018.0
CES6000000001,2003,M05,May,16004.0
CES6000000001,2003,M04,April,15954.0
CES6000000001,2003,M03,March,15951.0
CES6000000001,2003,M02,February,16021.0
CES6000000001,2003,M01,January,15993.0
CES6000000001,2002,M12,December,15927.0
CES6000000001,2002,M11,November,15991.0
CES6000000001,2002,M10,October,16033.0
CES6000000001,2002,M09,September,16016.0
CES6000000001,2002,M08,August,16038.0
CES6000000001,2002,M07,July,16009.0
CES6000000001,2002,M06,June,16082.0
CES6000000001,2002,M05,May,16092.0
CES6000000001,2002,M04,April,16082.0
CES6000000001,2002,M03,March,16082.0
CES6000000001,2002,M02,February,16066.0
CES6000000001,2002,M01,January,16096.0
CES6000000001,2001,M12,December,16132.0
CES6000000001,2001,M11,November,16158.0
CES6000000001,2001,M10,October,16285.0
CES6000000001,2001,M09,September,16387.0
CES6000000001,2001,M08,August,16473.0
CES6000000001,2001,M07,July,16535.0
CES6000000001,2001,M06,June,16588.0
CES6000000001,2001,M05,May,16654.0
CES6000000001,2001,M04,April,16698.0
CES6000000001,2001,M03,March,16824.0
CES6000000001,2001,M02,February,16874.0
CES6000000001,2001,M01,January,16898.0
CES6000000001,2000,M12,December,16893.0
CES6000000001,2000,M11,November,16909.0
CES6000000001,2000,M10,October,16868.0
CES6000000001,2000,M09,September,16855.0
CES6000000001,2000,M08,August,16793.0
CES6000000001,2000,M07,July,16761.0
CES6000000001,2000,M06,June,16716.0
CES6000000001,2000,M05,May,16647.0
CES6000000001,2000,M04,April,16682.0
CES6000000001,2000,M03,March,16599.0
CES6000000001,2000,M02,February,16525.0
CES6000000001,2000,M01,January,16488.0
CES7000000001,2019,M12,December,16805.0
CES7000000001,2019,M11,November,16761.0
CES7000000001,2019,M10,October,16722.0
CES7000000001,2019,M09,September,16673.0
CES7000000001,2019,M08,August,16602.0
CES7000000001,2019,M07,July,16522.0
CES7000000001,2019,M06,June,16512.0
CES7000000001,2019,M05,May,16507.0
CES7000000001,2019,M04,April,16527.0
CES7000000001,2019,M03,March,16504.0
CES7000000001,2019,M02,February,16494.0
CES7000000001,2019,M01,January,16488.0
CES7000000001,2018,M12,December,16412.0
CES7000000001,2018,M11,November,16361.0
CES7000000001,2018,M10,October,16356.0
CES7000000001,2018,M09,September,16325.0
CES7000000001,2018,M08,August,16343.0
CES7000000001,2018,M07,July,16329.0
CES7000000001,2018,M06,June,16310.0
CES7000000001,2018,M05,May,16261.0
CES7000000001,2018,M04,April,16226.0
CES7000000001,2018,M03,March,16239.0
CES7000000001,2018,M02,February,16231.0
CES7000000001,2018,M01,January,16209.0
CES7000000001,2017,M12,December,16183.0
CES7000000001,2017,M11,November,16160.0
CES7000000001,2017,M10,October,16133.0
CES7000000001,2017,M09,September,16140.0
CES7000000001,2017,M08,August,16150.0
CES7000000001,2017,M07,July,16122.0
CES7000000001,2017,M06,June,16087.0
CES7000000001,2017,M05,May,16046.0
CES7000000001,2017,M04,April,16006.0
CES7000000001,2017,M03,March,15941.0
CES7000000001,2017,M02,February,15917.0
CES7000000001,2017,M01,January,15874.0
CES7000000001,2016,M12,December,15845.0
CES7000000001,2016,M11,November,15826.0
CES7000000001,2016,M10,October,15780.0
CES7000000001,2016,M09,September,15785.0
CES7000000001,2016,M08,August,15725.0
CES7000000001,2016,M07,July,15679.0
CES7000000001,2016,M06,June,15639.0
CES7000000001,2016,M05,May,15583.0
CES7000000001,2016,M04,April,15562.0
CES7000000001,2016,M03,March,15535.0
CES7000000001,2016,M02,February,15494.0
CES7000000001,2016,M01,January,15454.0
CES7000000001,2015,M12,December,15406.0
CES7000000001,2015,M11,November,15374.0
CES7000000001,2015,M10,October,15316.0
CES7000000001,2015,M09,September,15279.0
CES7000000001,2015,M08,August,15201.0
CES7000000001,2015,M07,July,15168.0
CES7000000001,2015,M06,June,15108.0
CES7000000001,2015,M05,May,15103.0
CES7000000001,2015,M04,April,15023.0
CES7000000001,2015,M03,March,14981.0
CES7000000001,2015,M02,February,14972.0
CES7000000001,2015,M01,January,14915.0
CES7000000001,2014,M12,December,14892.0
CES7000000001,2014,M11,November,14849.0
CES7000000001,2014,M10,October,14811.0
CES7000000001,2014,M09,September,14768.0
CES7000000001,2014,M08,August,14725.0
CES7000000001,2014,M07,July,14703.0
CES7000000001,2014,M06,June,14693.0
CES7000000001,2014,M05,May,14670.0
CES7000000001,2014,M04,April,14614.0
CES7000000001,2014,M03,March,14564.0
CES7000000001,2014,M02,February,14509.0
CES7000000001,2014,M01,January,14489.0
CES7000000001,2013,M12,December,14454.0
CES7000000001,2013,M11,November,14432.0
CES7000000001,2013,M10,October,14395.0
CES7000000001,2013,M09,September,14339.0
CES7000000001,2013,M08,August,14327.0
CES7000000001,2013,M07,July,14288.0
CES7000000001,2013,M06,June,14252.0
CES7000000001,2013,M05,May,14193.0
CES7000000001,2013,M04,April,14152.0
CES7000000001,2013,M03,March,14113.0
CES7000000001,2013,M02,February,14082.0
CES7000000001,2013,M01,January,14037.0
CES7000000001,2012,M12,December,13978.0
CES7000000001,2012,M11,November,13910.0
CES7000000001,2012,M10,October,13883.0
CES7000000001,2012,M09,September,13872.0
CES7000000001,2012,M08,August,13804.0
CES7000000001,2012,M07,July,13735.0
CES7000000001,2012,M06,June,13702.0
CES7000000001,2012,M05,May,13705.0
CES7000000001,2012,M04,April,13709.0
CES7000000001,2012,M03,March,13706.0
CES7000000001,2012,M02,February,13641.0
CES7000000001,2012,M01,January,13600.0
CES7000000001,2011,M12,December,13538.0
CES7000000001,2011,M11,November,13511.0
CES7000000001,2011,M10,October,13464.0
CES7000000001,2011,M09,September,13426.0
CES7000000001,2011,M08,August,13395.0
CES7000000001,2011,M07,July,13370.0
CES7000000001,2011,M06,June,13343.0
CES7000000001,2011,M05,May,13293.0
CES7000000001,2011,M04,April,13298.0
CES7000000001,2011,M03,March,13247.0
CES7000000001,2011,M02,February,13188.0
CES7000000001,2011,M01,January,13149.0
CES7000000001,2010,M12,December,13157.0
CES7000000001,2010,M11,November,13126.0
CES7000000001,2010,M10,October,13127.0
CES7000000001,2010,M09,September,13137.0
CES7000000001,2010,M08,August,13081.0
CES7000000001,2010,M07,July,13048.0
CES7000000001,2010,M06,June,13034.0
CES7000000001,2010,M05,May,13012.0
CES7000000001,2010,M04,April,12979.0
CES7000000001,2010,M03,March,12943.0
CES7000000001,2010,M02,February,12927.0
CES7000000001,2010,M01,January,12932.0
CES7000000001,2009,M12,December,12944.0
CES7000000001,2009,M11,November,12986.0
CES7000000001,2009,M10,October,12995.0
CES7000000001,2009,M09,September,13054.0
CES7000000001,2009,M08,August,13046.0
CES7000000001,2009,M07,July,13078.0
CES7000000001,2009,M06,June,13076.0
CES7000000001,2009,M05,May,13106.0
CES7000000001,2009,M04,April,13056.0
CES7000000001,2009,M03,March,13127.0
CES7000000001,2009,M02,February,13193.0
CES7000000001,2009,M01,January,13222.0
CES7000000001,2008,M12,December,13256.0
CES7000000001,2008,M11,November,13300.0
CES7000000001,2008,M10,October,13352.0
CES7000000001,2008,M09,September,13379.0
CES7000000001,2008,M08,August,13431.0
CES7000000001,2008,M07,July,13463.0
CES7000000001,2008,M06,June,13482.0
CES7000000001,2008,M05,May,13498.0
CES7000000001,2008,M04,April,13511.0
CES7000000001,2008,M03,March,13531.0
CES7000000001,2008,M02,February,13543.0
CES7000000001,2008,M01,January,13542.0
CES7000000001,2007,M12,December,13550.0
CES7000000001,2007,M11,November,13535.0
CES7000000001,2007,M10,October,13499.0
CES7000000001,2007,M09,September,13461.0
CES7000000001,2007,M08,August,13419.0
CES7000000001,2007,M07,July,13417.0
CES7000000001,2007,M06,June,13413.0
CES7000000001,2007,M05,May,13404.0
CES7000000001,2007,M04,April,13375.0
CES7000000001,2007,M03,March,13363.0
CES7000000001,2007,M02,February,13361.0
CES7000000001,2007,M01,January,13338.0
CES7000000001,2006,M12,December,13292.0
CES7000000001,2006,M11,November,13251.0
CES7000000001,2006,M10,October,13187.0
CES7000000001,2006,M09,September,13150.0
CES7000000001,2006,M08,August,13152.0
CES7000000001,2006,M07,July,13130.0
CES7000000001,2006,M06,June,13061.0
CES7000000001,2006,M05,May,13052.0
CES7000000001,2006,M04,April,13074.0
CES7000000001,2006,M03,March,13034.0
CES7000000001,2006,M02,February,12980.0
CES7000000001,2006,M01,January,12945.0
CES7000000001,2005,M12,December,12905.0
CES7000000001,2005,M11,November,12884.0
CES7000000001,2005,M10,October,12840.0
CES7000000001,2005,M09,September,12862.0
CES7000000001,2005,M08,August,12891.0
CES7000000001,2005,M07,July,12867.0
CES7000000001,2005,M06,June,12837.0
CES7000000001,2005,M05,May,12797.0
CES7000000001,2005,M04,April,12802.0
CES7000000001,2005,M03,March,12718.0
CES7000000001,2005,M02,February,12690.0
CES7000000001,2005,M01,January,12665.0
CES7000000001,2004,M12,December,12630.0
CES7000000001,2004,M11,November,12606.0
CES7000000001,2004,M10,October,12582.0
CES7000000001,2004,M09,September,12550.0
CES7000000001,2004,M08,August,12485.0
CES7000000001,2004,M07,July,12495.0
CES7000000001,2004,M06,June,12495.0
CES7000000001,2004,M05,May,12481.0
CES7000000001,2004,M04,April,12435.0
CES7000000001,2004,M03,March,12425.0
CES7000000001,2004,M02,February,12372.0
CES7000000001,2004,M01,January,12346.0
CES7000000001,2003,M12,December,12320.0
CES7000000001,2003,M11,November,12284.0
CES7000000001,2003,M10,October,12259.0
CES7000000001,2003,M09,September,12208.0
CES7000000001,2003,M08,August,12177.0
CES7000000001,2003,M07,July,12143.0
CES7000000001,2003,M06,June,12121.0
CES7000000001,2003,M05,May,12092.0
CES7000000001,2003,M04,April,12085.0
CES7000000001,2003,M03,March,12109.0
CES7000000001,2003,M02,February,12130.0
CES7000000001,2003,M01,January,12173.0
CES7000000001,2002,M12,December,12112.0
CES7000000001,2002,M11,November,12109.0
CES7000000001,2002,M10,October,12070.0
CES7000000001,2002,M09,September,11991.0
CES7000000001,2002,M08,August,11936.0
CES7000000001,2002,M07,July,11912.0
CES7000000001,2002,M06,June,11905.0
CES7000000001,2002,M05,May,11936.0
CES7000000001,2002,M04,April,11928.0
CES7000000001,2002,M03,March,11965.0
CES7000000001,2002,M02,February,11962.0
CES7000000001,2002,M01,January,12006.0
CES7000000001,2001,M12,December,11967.0
CES7000000001,2001,M11,November,11985.0
CES7000000001,2001,M10,October,12015.0
CES7000000001,2001,M09,September,12061.0
CES7000000001,2001,M08,August,12093.0
CES7000000001,2001,M07,July,12110.0
CES7000000001,2001,M06,June,12076.0
CES7000000001,2001,M05,May,12068.0
CES7000000001,2001,M04,April,12040.0
CES7000000001,2001,M03,March,12000.0
CES7000000001,2001,M02,February,11997.0
CES7000000001,2001,M01,January,11977.0
CES7000000001,2000,M12,December,11976.0
CES7000000001,2000,M11,November,11946.0
CES7000000001,2000,M10,October,11876.0
CES7000000001,2000,M09,September,11940.0
CES7000000001,2000,M08,August,11927.0
CES7000000001,2000,M07,July,11900.0
CES7000000001,2000,M06,June,11869.0
CES7000000001,2000,M05,May,11827.0
CES7000000001,2000,M04,April,11834.0
CES7000000001,2000,M03,March,11788.0
CES7000000001,2000,M02,February,11719.0
CES7000000001,2000,M01,January,11713.0
CES8000000001,2019,M12,December,5917.0
CES8000000001,2019,M11,November,5911.0
CES8000000001,2019,M10,October,5898.0
CES8000000001,2019,M09,September,5903.0
CES8000000001,2019,M08,August,5901.0
CES8000000001,2019,M07,July,5899.0
CES8000000001,2019,M06,June,5894.0
CES8000000001,2019,M05,May,5886.0
CES8000000001,2019,M04,April,5891.0
CES8000000001,2019,M03,March,5875.0
CES8000000001,2019,M02,February,5856.0
CES8000000001,2019,M01,January,5854.0
CES8000000001,2018,M12,December,5846.0
CES8000000001,2018,M11,November,5839.0
CES8000000001,2018,M10,October,5841.0
CES8000000001,2018,M09,September,5838.0
CES8000000001,2018,M08,August,5829.0
CES8000000001,2018,M07,July,5829.0
CES8000000001,2018,M06,June,5844.0
CES8000000001,2018,M05,May,5835.0
CES8000000001,2018,M04,April,5824.0
CES8000000001,2018,M03,March,5816.0
CES8000000001,2018,M02,February,5814.0
CES8000000001,2018,M01,January,5809.0
CES8000000001,2017,M12,December,5805.0
CES8000000001,2017,M11,November,5803.0
CES8000000001,2017,M10,October,5793.0
CES8000000001,2017,M09,September,5780.0
CES8000000001,2017,M08,August,5777.0
CES8000000001,2017,M07,July,5775.0
CES8000000001,2017,M06,June,5769.0
CES8000000001,2017,M05,May,5765.0
CES8000000001,2017,M04,April,5753.0
CES8000000001,2017,M03,March,5748.0
CES8000000001,2017,M02,February,5741.0
CES8000000001,2017,M01,January,5729.0
CES8000000001,2016,M12,December,5711.0
CES8000000001,2016,M11,November,5729.0
CES8000000001,2016,M10,October,5720.0
CES8000000001,2016,M09,September,5714.0
CES8000000001,2016,M08,August,5702.0
CES8000000001,2016,M07,July,5690.0
CES8000000001,2016,M06,June,5682.0
CES8000000001,2016,M05,May,5670.0
CES8000000001,2016,M04,April,5678.0
CES8000000001,2016,M03,March,5673.0
CES8000000001,2016,M02,February,5666.0
CES8000000001,2016,M01,January,5647.0
CES8000000001,2015,M12,December,5653.0
CES8000000001,2015,M11,November,5638.0
CES8000000001,2015,M10,October,5630.0
CES8000000001,2015,M09,September,5621.0
CES8000000001,2015,M08,August,5621.0
CES8000000001,2015,M07,July,5628.0
CES8000000001,2015,M06,June,5615.0
CES8000000001,2015,M05,May,5622.0
CES8000000001,2015,M04,April,5614.0
CES8000000001,2015,M03,March,5607.0
CES8000000001,2015,M02,February,5606.0
CES8000000001,2015,M01,January,5599.0
CES8000000001,2014,M12,December,5593.0
CES8000000001,2014,M11,November,5591.0
CES8000000001,2014,M10,October,5581.0
CES8000000001,2014,M09,September,5574.0
CES8000000001,2014,M08,August,5580.0
CES8000000001,2014,M07,July,5566.0
CES8000000001,2014,M06,June,5562.0
CES8000000001,2014,M05,May,5568.0
CES8000000001,2014,M04,April,5565.0
CES8000000001,2014,M03,March,5553.0
CES8000000001,2014,M02,February,5535.0
CES8000000001,2014,M01,January,5533.0
CES8000000001,2013,M12,December,5525.0
CES8000000001,2013,M11,November,5511.0
CES8000000001,2013,M10,October,5509.0
CES8000000001,2013,M09,September,5502.0
CES8000000001,2013,M08,August,5493.0
CES8000000001,2013,M07,July,5484.0
CES8000000001,2013,M06,June,5479.0
CES8000000001,2013,M05,May,5471.0
CES8000000001,2013,M04,April,5455.0
CES8000000001,2013,M03,March,5451.0
CES8000000001,2013,M02,February,5456.0
CES8000000001,2013,M01,January,5458.0
CES8000000001,2012,M12,December,5452.0
CES8000000001,2012,M11,November,5448.0
CES8000000001,2012,M10,October,5446.0
CES8000000001,2012,M09,September,5442.0
CES8000000001,2012,M08,August,5431.0
CES8000000001,2012,M07,July,5433.0
CES8000000001,2012,M06,June,5425.0
CES8000000001,2012,M05,May,5416.0
CES8000000001,2012,M04,April,5416.0
CES8000000001,2012,M03,March,5422.0
CES8000000001,2012,M02,February,5414.0
CES8000000001,2012,M01,January,5414.0
CES8000000001,2011,M12,December,5402.0
CES8000000001,2011,M11,November,5391.0
CES8000000001,2011,M10,October,5383.0
CES8000000001,2011,M09,September,5382.0
CES8000000001,2011,M08,August,5377.0
CES8000000001,2011,M07,July,5358.0
CES8000000001,2011,M06,June,5353.0
CES8000000001,2011,M05,May,5345.0
CES8000000001,2011,M04,April,5341.0
CES8000000001,2011,M03,March,5332.0
CES8000000001,2011,M02,February,5337.0
CES8000000001,2011,M01,January,5327.0
CES8000000001,2010,M12,December,5338.0
CES8000000001,2010,M11,November,5347.0
CES8000000001,2010,M10,October,5357.0
CES8000000001,2010,M09,September,5332.0
CES8000000001,2010,M08,August,5324.0
CES8000000001,2010,M07,July,5326.0
CES8000000001,2010,M06,June,5313.0
CES8000000001,2010,M05,May,5328.0
CES8000000001,2010,M04,April,5335.0
CES8000000001,2010,M03,March,5328.0
CES8000000001,2010,M02,February,5317.0
CES8000000001,2010,M01,January,5325.0
CES8000000001,2009,M12,December,5320.0
CES8000000001,2009,M11,November,5324.0
CES8000000001,2009,M10,October,5334.0
CES8000000001,2009,M09,September,5353.0
CES8000000001,2009,M08,August,5359.0
CES8000000001,2009,M07,July,5368.0
CES8000000001,2009,M06,June,5371.0
CES8000000001,2009,M05,May,5368.0
CES8000000001,2009,M04,April,5372.0
CES8000000001,2009,M03,March,5383.0
CES8000000001,2009,M02,February,5411.0
CES8000000001,2009,M01,January,5430.0
CES8000000001,2008,M12,December,5446.0
CES8000000001,2008,M11,November,5476.0
CES8000000001,2008,M10,October,5516.0
CES8000000001,2008,M09,September,5512.0
CES8000000001,2008,M08,August,5512.0
CES8000000001,2008,M07,July,5522.0
CES8000000001,2008,M06,June,5525.0
CES8000000001,2008,M05,May,5532.0
CES8000000001,2008,M04,April,5540.0
CES8000000001,2008,M03,March,5539.0
CES8000000001,2008,M02,February,5532.0
CES8000000001,2008,M01,January,5520.0
CES8000000001,2007,M12,December,5515.0
CES8000000001,2007,M11,November,5507.0
CES8000000001,2007,M10,October,5494.0
CES8000000001,2007,M09,September,5493.0
CES8000000001,2007,M08,August,5496.0
CES8000000001,2007,M07,July,5500.0
CES8000000001,2007,M06,June,5501.0
CES8000000001,2007,M05,May,5498.0
CES8000000001,2007,M04,April,5491.0
CES8000000001,2007,M03,March,5485.0
CES8000000001,2007,M02,February,5474.0
CES8000000001,2007,M01,January,5466.0
CES8000000001,2006,M12,December,5466.0
CES8000000001,2006,M11,November,5457.0
CES8000000001,2006,M10,October,5454.0
CES8000000001,2006,M09,September,5447.0
CES8000000001,2006,M08,August,5432.0
CES8000000001,2006,M07,July,5428.0
CES8000000001,2006,M06,June,5433.0
CES8000000001,2006,M05,May,5435.0
CES8000000001,2006,M04,April,5426.0
CES8000000001,2006,M03,March,5426.0
CES8000000001,2006,M02,February,5425.0
CES8000000001,2006,M01,January,5424.0
CES8000000001,2005,M12,December,5409.0
CES8000000001,2005,M11,November,5394.0
CES8000000001,2005,M10,October,5386.0
CES8000000001,2005,M09,September,5397.0
CES8000000001,2005,M08,August,5399.0
CES8000000001,2005,M07,July,5403.0
CES8000000001,2005,M06,June,5397.0
CES8000000001,2005,M05,May,5384.0
CES8000000001,2005,M04,April,5392.0
CES8000000001,2005,M03,March,5386.0
CES8000000001,2005,M02,February,5393.0
CES8000000001,2005,M01,January,5398.0
CES8000000001,2004,M12,December,5400.0
CES8000000001,2004,M11,November,5400.0
CES8000000001,2004,M10,October,5397.0
CES8000000001,2004,M09,September,5405.0
CES8000000001,2004,M08,August,5410.0
CES8000000001,2004,M07,July,5414.0
CES8000000001,2004,M06,June,5420.0
CES8000000001,2004,M05,May,5419.0
CES8000000001,2004,M04,April,5419.0
CES8000000001,2004,M03,March,5418.0
CES8000000001,2004,M02,February,5405.0
CES8000000001,2004,M01,January,5405.0
CES8000000001,2003,M12,December,5403.0
CES8000000001,2003,M11,November,5404.0
CES8000000001,2003,M10,October,5402.0
CES8000000001,2003,M09,September,5403.0
CES8000000001,2003,M08,August,5399.0
CES8000000001,2003,M07,July,5399.0
CES8000000001,2003,M06,June,5397.0
CES8000000001,2003,M05,May,5398.0
CES8000000001,2003,M04,April,5397.0
CES8000000001,2003,M03,March,5398.0
CES8000000001,2003,M02,February,5405.0
CES8000000001,2003,M01,January,5400.0
CES8000000001,2002,M12,December,5398.0
CES8000000001,2002,M11,November,5407.0
CES8000000001,2002,M10,October,5391.0
CES8000000001,2002,M09,September,5383.0
CES8000000001,2002,M08,August,5369.0
CES8000000001,2002,M07,July,5360.0
CES8000000001,2002,M06,June,5365.0
CES8000000001,2002,M05,May,5368.0
CES8000000001,2002,M04,April,5366.0
CES8000000001,2002,M03,March,5362.0
CES8000000001,2002,M02,February,5355.0
CES8000000001,2002,M01,January,5344.0
CES8000000001,2001,M12,December,5334.0
CES8000000001,2001,M11,November,5314.0
CES8000000001,2001,M10,October,5299.0
CES8000000001,2001,M09,September,5293.0
CES8000000001,2001,M08,August,5280.0
CES8000000001,2001,M07,July,5269.0
CES8000000001,2001,M06,June,5247.0
CES8000000001,2001,M05,May,5239.0
CES8000000001,2001,M04,April,5219.0
CES8000000001,2001,M03,March,5201.0
CES8000000001,2001,M02,February,5199.0
CES8000000001,2001,M01,January,5203.0
CES8000000001,2000,M12,December,5196.0
CES8000000001,2000,M11,November,5190.0
CES8000000001,2000,M10,October,5188.0
CES8000000001,2000,M09,September,5182.0
CES8000000001,2000,M08,August,5168.0
CES8000000001,2000,M07,July,5163.0
CES8000000001,2000,M06,June,5157.0
CES8000000001,2000,M05,May,5154.0
CES8000000001,2000,M04,April,5159.0
CES8000000001,2000,M03,March,5161.0
CES8000000001,2000,M02,February,5153.0
CES8000000001,2000,M01,January,5146.0
LNS14000000,2019,M12,December,3.6
LNS14000000,2019,M11,November,3.6
LNS14000000,2019,M10,October,3.6
LNS14000000,2019,M09,September,3.5
LNS14000000,2019,M08,August,3.6
LNS14000000,2019,M07,July,3.7
LNS14000000,2019,M06,June,3.6
LNS14000000,2019,M05,May,3.6
LNS14000000,2019,M04,April,3.7
LNS14000000,2019,M03,March,3.8
LNS14000000,2019,M02,February,3.8
LNS14000000,2019,M01,January,4.0
LNS14000000,2018,M12,December,3.9
LNS14000000,2018,M11,November,3.8
LNS14000000,2018,M10,October,3.8
LNS14000000,2018,M09,September,3.7
LNS14000000,2018,M08,August,3.8
LNS14000000,2018,M07,July,3.8
LNS14000000,2018,M06,June,4.0
LNS14000000,2018,M05,May,3.8
LNS14000000,2018,M04,April,4.0
LNS14000000,2018,M03,March,4.0
LNS14000000,2018,M02,February,4.1
LNS14000000,2018,M01,January,4.0
LNS14000000,2017,M12,December,4.1
LNS14000000,2017,M11,November,4.2
LNS14000000,2017,M10,October,4.2
LNS14000000,2017,M09,September,4.3
LNS14000000,2017,M08,August,4.4
LNS14000000,2017,M07,July,4.3
LNS14000000,2017,M06,June,4.3
LNS14000000,2017,M05,May,4.4
LNS14000000,2017,M04,April,4.4
LNS14000000,2017,M03,March,4.4
LNS14000000,2017,M02,February,4.6
LNS14000000,2017,M01,January,4.7
LNS14000000,2016,M12,December,4.7
LNS14000000,2016,M11,November,4.7
LNS14000000,2016,M10,October,4.9
LNS14000000,2016,M09,September,5.0
LNS14000000,2016,M08,August,4.9
LNS14000000,2016,M07,July,4.8
LNS14000000,2016,M06,June,4.9
LNS14000000,2016,M05,May,4.8
LNS14000000,2016,M04,April,5.1
LNS14000000,2016,M03,March,5.0
LNS14000000,2016,M02,February,4.9
LNS14000000,2016,M01,January,4.8
LNS14000000,2015,M12,December,5.0
LNS14000000,2015,M11,November,5.1
LNS14000000,2015,M10,October,5.0
LNS14000000,2015,M09,September,5.0
LNS14000000,2015,M08,August,5.1
LNS14000000,2015,M07,July,5.2
LNS14000000,2015,M06,June,5.3
LNS14000000,2015,M05,May,5.6
LNS14000000,2015,M04,April,5.4
LNS14000000,2015,M03,March,5.4
LNS14000000,2015,M02,February,5.5
LNS14000000,2015,M01,January,5.7
LNS14000000,2014,M12,December,5.6
LNS14000000,2014,M11,November,5.8
LNS14000000,2014,M10,October,5.7
LNS14000000,2014,M09,September,5.9
LNS14000000,2014,M08,August,6.1
LNS14000000,2014,M07,July,6.2
LNS14000000,2014,M06,June,6.1
LNS14000000,2014,M05,May,6.3
LNS14000000,2014,M04,April,6.2
LNS14000000,2014,M03,March,6.7
LNS14000000,2014,M02,February,6.7
LNS14000000,2014,M01,January,6.6
LNS14000000,2013,M12,December,6.7
LNS14000000,2013,M11,November,6.9
LNS14000000,2013,M10,October,7.2
LNS14000000,2013,M09,September,7.2
LNS14000000,2013,M08,August,7.2
LNS14000000,2013,M07,July,7.3
LNS14000000,2013,M06,June,7.5
LNS14000000,2013,M05,May,7.5
LNS14000000,2013,M04,April,7.6
LNS14000000,2013,M03,March,7.5
LNS14000000,2013,M02,February,7.7
LNS14000000,2013,M01,January,8.0
LNS14000000,2012,M12,December,7.9
LNS14000000,2012,M11,November,7.7
LNS14000000,2012,M10,October,7.8
LNS14000000,2012,M09,September,7.8
LNS14000000,2012,M08,August,8.1
LNS14000000,2012,M07,July,8.2
LNS14000000,2012,M06,June,8.2
LNS14000000,2012,M05,May,8.2
LNS14000000,2012,M04,April,8.2
LNS14000000,2012,M03,March,8.2
LNS14000000,2012,M02,February,8.3
LNS14000000,2012,M01,January,8.3
LNS14000000,2011,M12,December,8.5
LNS14000000,2011,M11,November,8.6
LNS14000000,2011,M10,October,8.8
LNS14000000,2011,M09,September,9.0
LNS14000000,2011,M08,August,9.0
LNS14000000,2011,M07,July,9.0
LNS14000000,2011,M06,June,9.1
LNS14000000,2011,M05,May,9.0
LNS14000000,2011,M04,April,9.1
LNS14000000,2011,M03,March,9.0
LNS14000000,2011,M02,February,9.0
LNS14000000,2011,M01,January,9.1
LNS14000000,2010,M12,December,9.3
LNS14000000,2010,M11,November,9.8
LNS14000000,2010,M10,October,9.4
LNS14000000,2010,M09,September,9.5
LNS14000000,2010,M08,August,9.5
LNS14000000,2010,M07,July,9.4
LNS14000000,2010,M06,June,9.4
LNS14000000,2010,M05,May,9.6
LNS14000000,2010,M04,April,9.9
LNS14000000,2010,M03,March,9.9
LNS14000000,2010,M02,February,9.8
LNS14000000,2010,M01,January,9.8
LNS14000000,2009,M12,December,9.9
LNS14000000,2009,M11,November,9.9
LNS14000000,2009,M10,October,10.0
LNS14000000,2009,M09,September,9.8
LNS14000000,2009,M08,August,9.6
LNS14000000,2009,M07,July,9.5
LNS14000000,2009,M06,June,9.5
LNS14000000,2009,M05,May,9.4
LNS14000000,2009,M04,April,9.0
LNS14000000,2009,M03,March,8.7
LNS14000000,2009,M02,February,8.3
LNS14000000,2009,M01,January,7.8
LNS14000000,2008,M12,December,7.3
LNS14000000,2008,M11,November,6.8
LNS14000000,2008,M10,October,6.5
LNS14000000,2008,M09,September,6.1
LNS14000000,2008,M08,August,6.1
LNS14000000,2008,M07,July,5.8
LNS14000000,2008,M06,June,5.6
LNS14000000,2008,M05,May,5.4
LNS14000000,2008,M04,April,5.0
LNS14000000,2008,M03,March,5.1
LNS14000000,2008,M02,February,4.9
LNS14000000,2008,M01,January,5.0
LNS14000000,2007,M12,December,5.0
LNS14000000,2007,M11,November,4.7
LNS14000000,2007,M10,October,4.7
LNS14000000,2007,M09,September,4.7
LNS14000000,2007,M08,August,4.6
LNS14000000,2007,M07,July,4.7
LNS14000000,2007,M06,June,4.6
LNS14000000,2007,M05,May,4.4
LNS14000000,2007,M04,April,4.5
LNS14000000,2007,M03,March,4.4
LNS14000000,2007,M02,February,4.5
LNS14000000,2007,M01,January,4.6
LNS14000000,2006,M12,December,4.4
LNS14000000,2006,M11,November,4.5
LNS14000000,2006,M10,October,4.4
LNS14000000,2006,M09,September,4.5
LNS14000000,2006,M08,August,4.7
LNS14000000,2006,M07,July,4.7
LNS14000000,2006,M06,June,4.6
LNS14000000,2006,M05,May,4.6
LNS14000000,2006,M04,April,4.7
LNS14000000,2006,M03,March,4.7
LNS14000000,2006,M02,February,4.8
LNS14000000,2006,M01,January,4.7
LNS14000000,2005,M12,December,4.9
LNS14000000,2005,M11,November,5.0
LNS14000000,2005,M10,October,5.0
LNS14000000,2005,M09,September,5.0
LNS14000000,2005,M08,August,4.9
LNS14000000,2005,M07,July,5.0
LNS14000000,2005,M06,June,5.0
LNS14000000,2005,M05,May,5.1
LNS14000000,2005,M04,April,5.2
LNS14000000,2005,M03,March,5.2
LNS14000000,2005,M02,February,5.4
LNS14000000,2005,M01,January,5.3
LNS14000000,2004,M12,December,5.4
LNS14000000,2004,M11,November,5.4
LNS14000000,2004,M10,October,5.5
LNS14000000,2004,M09,September,5.4
LNS14000000,2004,M08,August,5.4
